Author,Source,File Name,Name,Incipit,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-108-ar.txt,,لَكَ الحَمْدُ يا إِلهِي بِمَا وَفَيْتَ بِمَا رُقِمَ مِنْ قَلَمِ أَمْرِكَ فِي الأَلْواحِ الَّتِيْ أَرْسَلْتَهَا إِلى خِيرَةِ خَلْقِكَ الَّذِينَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-109-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي تَرَى بِأَنَّ طَرْفَ البَهآءِ مُتَوَجِّهٌ إِلى شَطْرِ عِنَايَتِكَ وَعَيْنَهُ إِلى أُفُقِ فَضْلِكَ وَأَلْطَافِكَ وَيَدَهُ مُرْتَفِعَةٌ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-11-ar.txt,,سُبْحانَكَ اللَّهُمَّ يا إِلهِي قَدْ أَخَذَتِ الظُّلْمَةُ كُلَّ الأَقْطارِ وَأَحاطَتِ الْفِتْنَةُ كُلَّ الأَشْطَارِ، وَلكِنْ إِنِّي أَرَى فِيها بَيْضآءَ حِكْمَتِكَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-110-ar.txt,,لَمْ أَدْرِ يا إِلهِي أَأَنْطِقُ بِبَدائِعِ ذِكْرِكَ بَيْنَ عِبادِكَ وَأُعَرِّفُهُمْ خَفِيَّاتِ رَحْمَتِكَ وَأَسْرَارِ أَمْرِكَ أَوْ أَجْعَلُ قَلْبِي وِعَاءَها، وَلَوْ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-111-ar.txt,,سُبْحَانَكَ يا إِلهِي تَرَى ضَعْفَ أَحِبَّائِكَ وَقُدْرَةَ أَعْدائِكَ وَذِلَّةَ أَصْفِيائِكَ وَعِزَّةَ الَّذِينَ جَحَدُوا أَمْرَكَ وَكَفَرُوا بِآياتِكَ، إِنَّهُمْ يُنْكِرُونَ آياتِكَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-112-ar.txt,,يا إِلهِي تَرَى بِأَنَّ السُّكرَ أَخَذَ عِبادَكَ الَّذِينَ أَعْرَضُوا عَنْ جَمَالِكَ وَاعْتَرَضُوا عَلَى ما نُزِّلَ عَنْ يَمِينِ عَرْشِ عَظَمَتِكَ،,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-113-ar.txt,,سُبْحَانَكَ يا إِلهِي أَشْهَدُ بِأَنَّ العِبادَ لَوْ يَتَوَجَّهُونَ إِلَيْكَ بِبَصَرِ الَّذِيْ خَلَقْتَ فِيْهِمْ وَسَمْعِ الَّذِيْ أَعْطَيْتَهُمْ لَتَجْذِبُهُم كَلِمَةٌ وَاحِدَةٌ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-114-ar.txt,,يا إِلهِي قَرَّتْ عَيْنُ البَهآءِ بِالنَّظَرِ إِلى أُفُقِ البَلآءِ الَّذِيْ أَتَى مِنْ سَمآءِ قَضَائِكَ وَأَخَذَهُ مِنْ كُلِّ الجِهاتِ بِما,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-115-ar.txt,,تَرَى يا إِلهِي كَيْفَ حَالَ بَيْنَ عِبادِكَ وَمَظْهَرِ نَفْسِكَ ظُلْمُ المُعْرِضِينَ مِن خَلْقِكَ، أَيْ رَبِّ فَأَنْزِلْ عَلَيْهِمْ ما يُشْغِلُهُمْ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-116-ar.txt,,يا إِلهِي وَمَحْبُوبِيْ لا مَفَرَّ لأَحَدٍ عِنْدَ نُزُولِ أَحْكامِكَ وَلا مَهْرَبَ لِنَفْسٍ لَدى صُدُورِ أَوامِرِكَ، أَوْحَيْتَ القَلَمَ أَسْرارَ القِدَمِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-117-ar.txt,,سُبْحَانَكَ يا إِلهِي قَدْ ظَهَرَتْ طَلائِعُ رَبِيعِ فَضْلِكَ وَاخْضَرَّتْ بِها أَراضِي مَمْلَكَتِكَ وَأَمْطَرَتْ سَحَابُ سَمآءِ كَرَمِكَ عَلَى هذِهِ المَدِينَةِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-118-ar.txt,,تَرَى يا إِلهِي عِبادَكَ تَمَسَّكُوا بِأَسْمائِكَ وَيَدْعُونَها فِي اللَّيالِي وَالأَيَّامِ، وَإِذا ظَهَرَ مَنْ خُلِقَ بِكَلِمَةٍ مِنْ عِنْدِهِ مَلَكُوتُ الأَسْمآءِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-119-ar.txt,,سُبْحَانَكَ يا إِلهِي تَرَى كَيْفَ ابْتُلِيْتُ بَيْنَ عِبادِكَ وَما وَرَد عَلَيَّ فِي سَبِيلِكَ، أَنْتَ تَعْلَمُ بِأَنِّي ما تَكَلَّمْتُ إِلاَّ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-12-ar.txt,,سُبْحانَكَ يا إِلهِي هذا عَبْدُكَ الَّذِيْ شَرِبَ خَمْرَ رَحْمَتِكَ مِنْ أَيادِي فَضْلِكَ وَذاقَ طَعْمَ حُبِّكَ فِيْ أَيَّامِكَ، أَسْئَلُكَ بِأَسْمائِكَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-120-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي تَرَى مَقَرِّي وَمَقامِي وَتَشْهَدُ اضْطِرابِي وَاضْطِرارِيْ وَضُرِّيْ وَابْتِلائي بَيْنَ عِبادِكَ الَّذِينَ يَقْرَئُونَ آياتِكَ وَيَكْفُرُونَ بِمُنْزِلِها،,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-121-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَنَا الَّذِيْ أَرَدْتُ رِضَائَكَ وَأَقْبَلْتُ إِلى شَطْرِ إِفْضالِكَ وَقَدْ جِئْتُكَ مُنْقَطِعًا عَمَّا سِواكَ وَلائِذًا بِحَضْرَتِكَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-122-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي تَرَى وَتَعْلَمُ بِأَنِّي ما دَعَوتُ عبادَكَ إِلاَّ إِلى شَطْرِ مَواهِبِكَ وَما أَمَرْتُهُمْ إِلاَّ ما أُمِرْتُ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-123-ar.txt,,سُبْحَانَكَ يا إِلهِي قَدْ قَدَّرْتَ لِعِبادِكَ المُقَرَّبِينَ فِي رِضْوانِكَ الأَعْلَى مَقاماتٍ لَوْ يَظْهَرُ مَقامٌ مِنْها لَيَنْصَعِقُ مَنْ فِي السَّمَواتِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-124-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي كُلَّما أُرِيدُ أَنْ أَذْكُرَكَ يَمْنَعُنِي خَطِيئَاتِيَ الكُبْرى وَجَرِيراتِيَ العُظْمی، وَبِها أَجِدُ نَفْسِيْ مَحْرُومَةً عَنْكَ وَمَمْنُوعَةً,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-125-ar.txt,,يا مَنْ كُلُّ شَيْءٍ مُضطَرِبٌ مِنْ خَشْيَتِكَ، وَكُلُّ الوُجُوهِ ساجِدَةٌ عِنْدَ ظُهُوراتِ أَنْوارِ وَجْهِكَ، وَكُلُّ الأَعْناقِ خاضِعَةٌ لِسَلْطَنَتِكَ، وَكُلُّ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-126-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَنْتَ الَّذِيْ مِنْ نارِ حُبِّكَ اشْتَعَلَ أَفْئِدَةُ المُوَحِّدِينَ، وَبِأَنْوارِ وَجْهِكَ اسْتَضائَتْ وُجُوهُ المُقَرَّبِينَ، فَما أَعْذَبَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-127-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي لَمْ أَدْرِ أَيَّ نارٍ اشْتَعَلْتَ فِي صَدْرِيْ بِحَيْثُ يُسْمَعُ مِنْ كُلِّ أَرْكانِي زَفِيرُها وَيُشْهَدُ لَهِيبُها،,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-128-ar.txt,,سُبْحَانَكَ يا إِلهِي إِنِّيْ عَبْدٌ مِنْ عِبادِكَ آمَنْتُ بِكَ وَبِآياتِكَ وَتَرانِيْ يا إِلهِي مُقْبِلاً إِلى بابِ رَحْمَتِكَ وَشَطْرِ عِنايَتِكَ،,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-129-ar.txt,,سُبْحَانَكَ يا إِلهِي تَرَى عِبادَكَ الأَخْيارَ تَحْتَ أَيادِي الأَشْرارِ الَّذِينَ كَفَرُوا بِاسْمِكَ المُخْتارِ وَأَنْكَرُوا عَظَمَتَكَ وَاخْتِيارَكَ وَقُدْرَتَكَ وَاقْتِدارَكَ، وَيَقُولُونَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-13-ar.txt,,سُبْحانَكَ يا إِلهِي تَرَى كُلَّ ذِي اسْتِقامَةٍ حَرَّكَتْهُ أَرْياحُ الامْتِحانِ، وَكُلَّ ذِي اسْتِقْرارٍ انْقَلَبَتْهُ نَفَحاتُ الافْتِتانِ، إِلاَّ الَّذِينَ أَخَذُوا,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-130-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي تَرَى كَيْفَ أَحاطَتِ البَلايا عِبادَكَ فِي كُلِّ الأَطْرافِ، وَكُلٌّ قامُوا عَلَيْهِمْ بِالاعْتِسافِ، فَوَعِزَّتِكَ لَوْ يَجْتَمِعُ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-131-ar.txt,,سُبْحَانَكَ يا إِلهِي تَرَى بَهائَكَ فِي حِصْنِ العَكَّا مَسْجُونًا مَظْلُومًا بِما اكتَسَبَتْ أَيْدِي الأَشْقِيآءِ الَّذِيْنَ مَنَعَهُمْ الهَوَى عَنِ التَّوَجُّهِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-132-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَسْئَلُكَ بِقُدْرَتِكَ الَّتِي أَحاطَتِ المُمْكِناتِ وَبِسُلْطانِكَ الَّذِي اسْتَعْلى عَلَى المَوْجُوداتِ وَبِكَلِمَتِك الَّتِيْ كانَتْ مَكْنُونَةً فِي,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-133-ar.txt,,يا مَنْ بَلائُكَ دَواءُ المُقَرَّبِينَ وَسَيْفُكَ رَجاءُ العاشِقِينَ وَسَهْمُكَ مَحْبُوبُ المُشْتاقِينَ وَقَضائُكَ أَمَلُ العَارِفِينَ، أَسْئَلُكَ بِمَحْبُوبِيَّةِ نَفْسِكَ وَبِأَنْوارِ وَجْهِكَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-134-ar.txt,,أَيْ رَبِّ أَنَا الَّذِيْ وَجَّهْتُ وَجْهِيْ إِلَيْكَ وَأَكُونُ آمِلاً بَدائِعَ فَضْلِكَ وَظُهُوراتِ كَرَمِكَ، أَسْئَلُكَ بِأَنْ لا تُخَيِّبَنِيْ عَنْ بابِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-135-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَشْهَدُ أَنَّكَ أَنْتَ اللَّهُ لا إِلهَ إِلاَّ أَنْتَ لَمْ تَزَلْ كُنْتَ مُقَدَّسًا عَنْ ذِكْرِ غَيْرِكَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-136-ar.txt,,سُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَنَا عَبْدُكَ الَّذِيْ تَمَسَّكْتُ بِحَبْلِ أَلْطافِكَ وَتَشَبَّثْتُ بِذَيْلِ إِفْضالِكَ، أَسْئَلُكَ بَاسْمِكَ الَّذِي سَخَّرْتَ بِهِ الوُجُودَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-137-ar.txt,,سُبْحَانَكَ يا إِلهِي لَكَ الحَمْدُ بِما عَرَّفْتَنِي مَطْلَعَ رَحْمَتِكَ وَمَشْرِقَ فَضْلِكَ وَمَصْدَرَ أَمْرِكَ، أَسْئَلُكَ بِاسْمِكَ الَّذِيْ بِهِ ابْيَضَّتْ وُجُوهُ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-138-ar.txt,,اللَّهُمَّ يا إِلهَ الأَسْماءِ وَفاطِرَ السَّماءِ أَسْئَلُكَ بِاسْمِكَ الَّذِي بِهِ ظَهَرَ مَطْلَعُ قُوَّتِكَ وَمَشْرِقُ اقْتِدارِكَ وَجَرَى كُلُّ جِسْمٍ وَحَيَّ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-139-ar.txt,,سُبْحَانَكَ يا مَنْ سَخَّرْتَ مَلأَ الإِنْشاءِ مِنْ حَرَكَةِ قَلَمِكَ الأَعْلَى وَأَظْهَرْتَ لَئالِئَ بَحْرِ العِرْفانِ إِذْ نَطَقَ لِسانُكَ بَيْنَ الأَرْضِ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-14-ar.txt,,سُبْحانَكَ يا إِلهِي تَرَى عَجْزِي وَفَقْرِي وَتَشْهَدُ ضُرِّيْ وَابْتِلائِي، إِلى مَ تَرَكْتَنِي بَيْنَ عِبادِكَ فَأَصْعِدْنِي إِلَيْكَ، فَوَعِزَّتِكَ إِنَّ البَلايا,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-140-ar.txt,,سُبْحَانَكَ يا إِلهِي قَدِ اعْتَرَفَ عَبْدُكَ هذا بِأَنَّكَ لا تُوصَفُ بِسِواكَ وَلا تُذْكرُ بِدُونِكَ، كُلَّما يَعْرُجُ أَهْلُ الحَقِيقَةِ إِلى,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-141-ar.txt,,لَكَ الحَمْدُ يا إِلهِي بِما جَعَلْتَنِيْ هَدَفًا لِسِهامِ أَعْدائِكَ فِي سَبِيلِكَ، أَشْكُرُكَ يا عَالِمَ الغَيْبِ وَالشُّهُودِ وَمالِكَ الوُجُودِ بِما,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-142-ar.txt,,سُبْحَانَكَ يا إِلهِي قَدْ تَوَجَّهَ وَجْهُ البَهآءِ إِلى وَجْهِكَ وَوَجْهُكَ وَجْهُهُ وَنِدائُكَ نِدائُهُ وَظُهُورُكَ ظُهُورُهُ وَنَفْسُكَ نَفْسُهُ وَأَمْرُكَ أَمْرُهُ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-143-ar.txt,,سُبْحَانَكَ يا إِلهِي أَسْئَلُكَ بِاسْمِكَ الَّرحْمنِ بِأَنْ تَحْفَظَ عِبادَكَ وَإِمائَكَ عِنْدَ هُبُوبِ أَرْياحِ الامْتِحانِ وَظُهُورِ شُئُوناتِ الافْتِتانِ، ثُمَّ اجْعَلْهُمْ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-144-ar.txt,,إِلهِي وَسَيِّدِيْ أَنَا عَبْدُكَ وَابْنُ عَبْدِكَ قَدْ قُمْتُ عَنِ الفِراشِ فِي هذا الفَجْرِ الَّذِيْ فِيهِ أَشْرَقَتْ شَمْسُ أَحَدِيَّتِكَ عَنْ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-145-ar.txt,,إِلهِي إِلهِي لا تَبْعَدْ عَنِّي لأنَّ الشَّدائِدَ بِكُلِّها أَحاطَتْنِي، إِلهِي إِلهِي لا تَدَعْنِي بِنَفْسِيْ لأِنَّ المَكارِهَ بِأَسْرِها أَخَذَتْنِيْ، وَمِنْ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-146-ar.txt,,فَسُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَسْئَلُكَ بِاسْمِكَ الَّذِيْ بِهِ اسْتَقَرَّ جَمالُكَ عَلَى عَرْشِ أَمْرِكَ، وَبِاسْمِكَ الَّذِيْ بِهِ تُبَدِّلُ كُلَّ شَيْءٍ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-147-ar.txt,,أَنْتَ الَّذِيْ يا إِلهِي بِأَسْمائِكَ يَبْرَأُ كُلُّ عَلِيلٍ، وَيُشْفى كُلُّ مَرِيضٍ وَيُسْقَى كُلُّ ظَمْآنٍ، وَيَسْتَرِيحُ كُلُّ مُضْطَرِبٍ وَيُهْدَى كُلُّ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-148-ar.txt,,فَسُبْحَانَكَ اللَّهُمَّ يا إِلهِي أَسْئَلُكَ بِاسْمِكَ الَّذِيْ بِهِ أَرْفَعْتَ أَعْلامَ هِدايَتِكَ وَأَشْرَقْتَ أَنوارَ عِنايَتِكَ وَأَظْهَرْتَ سُلْطانَ رُبُوبِيَّتِكَ، وَبِهِ ظَهَرَ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-149-ar.txt,,سُبْحَانَكَ يا إِلهِي لَكَ الحَمْدُ بِما أَنْطَقْتَنِي بِآياتِكَ وَأَظْهَرْتَنِي بِحُجَّتِكَ وَبُرهانِكَ عَلَى شَأْنٍ طَافَ كُلُّ حُجَّةٍ حَوْلَ إِرادَتِيْ وَكُلُّ,
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-15-ar.txt,,يا رَبَّ الأَرْضِ وَالسَّماءِ وَمُوجِدَ الأَسْماءِ، تَسْمَعُ ضَجِيجَ الأَبْهى مِنْ حِصْنِ العَكَّا وَتَرَى أَحِبَّائَهُ الأُسَرآءَ بِأَيْدِي الأَشْقِيآءِ، أَيْ رَبِّ,
