Author,Source,File Name,Name,Incipit
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-73-ar.txt,,هذه سورة العباد قد نزلت بالحق من لدي الله العلي العظيم و انه لتنزيل من لدن عليم حكيم بسم
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-140-ar.txt,,سبحانك يا إلهي قد اعترف عبدك هذا بأنك لا توصف بسواك ولا تذكر بدونك كلما يعرج أهل الحقيقة إلي
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-10-ar.txt,,‌‌هو المشرق من افق البرهان كتاب انزله المظلوم لمن اقبل الي افق امره و طار في هوآيه و عرف
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-38-fa.txt,,هو شعري شعاري به أستر جمالي ليلا تقع عليه عيون الأغيار من عبادي كذلك نستر عن المشركين جمال عز
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-46-ar.txt,,لك الحمد يا إلهي بما جعلت النيروز عيدا للذين صاموا في حبك وكفوا أنفسهم عما يكرهه رضايك أي رب
Bahá'u'lláh,لئالئ الحكمة، جلد ١,bahaullah-lh1-106-fa.txt,,بسمي المشرق من أفق البيان كتاب يشهد فيه لسان الله مالك الوري وقلمه الأعلي لمن سمع حفيف سدرة المنتهي
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-80-fa.txt,,بنام خداوند يكتا لسان متحير‌ كه چه ذكر نمايد و قلم متحير كه چه نگارد نفسي كه مدارس نرفته
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-123-ar.txt,,سبحانك يا إلهي قد قدرت لعبادك المقربين في رضوانك الأعلي مقامات لو يظهر مقام منها لينصعق من في السموات
Bahá'u'lláh,ادعيه مباركه، جلد ٢,bahaullah-am2-111-ar.txt,,إلهي إلهي أسألك ببحر شفايك وإشراقات أنوار نير فضلك وبالاسم الذي سخرت به عبادك وبنفوذ كلمتك العليا واقتدار قلمك
Bahá'u'lláh,oceanoflights.org,bahaullah-st-062-ar.txt,,ليقومن عن رقد الهوي ويسمعن ما تغرد به الورقآء علي أفنان سدرة المنتهي ويسرعن إلي الله في هذا الظهور
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-152-ar.txt,,بسم الله الابدع الامنع يا ايها الناظر الي الله فاعلم بان المشركين احاطونا من كل الجهات اخرجونا من ديار
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-45-fa.txt,,بسم الله الرحمن الرحيم الحمد لله محيي الأنام وخالق النور والظلام وماحي ظلمة الليالي بنور الأيام ومخرج الأثمار من
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-6-ar.txt,,هو الله تعالي شأنه العظمة والاقتدار سبحانك اللهم يا رب الوجود وعالم أسرار الغيب والشهود أسيلك بآياتك الكبري ونسمات
Bahá'u'lláh,ادعيه مباركه، جلد ٢,bahaullah-am2-6-ar.txt,,ألأقدم الأعظم سبحانك يا إلهي أسيلك باسمك الرحمن بأن تحفظ عبادك وإمايك عند هبوب أرياح الامتحان وظهور شيونات الافتتان
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-202-ar.txt,,الاقدس الاعظم هذا‌ كتاب من لدنا الي‌من فاز بايام‌الله العزيز ‌الحميد ان يا‌محمد قد ظهر‌الفرد الاحد و‌نادي المناد القدرة
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-412-fa.txt,,قوله جل جلاله هو الشاهد من افقه الاعلي احباي مذكوره كل بعنايت حق جل جلاله فايز گشتند و باسم
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-76-ar.txt,,بسم الله الباقي الدايم سبحانك اللهم يا إلهي ومحبوبي أسيلك باسمك الذي دعوته إلي السماء أشرقت عن أفقها شموس
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-243-fa.txt,,بسم ربنا الاقدس الاعظم العلي‌الابهي حمد مقدس از لفظ و بيان سلطان بي ‌زوالي را لايق و سزاست كه
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-512-fa.txt,,هو الله تعالي شأنه العظمة و الاقتدار حمد و ثنا شكر و بها مخصوص است بذاته تبارك و تعالي
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-136-ar.txt,,لك الحمد يا إلهي بما نورت قلبي بنور عرفانك وأنزلت لي من سحاب فضلك ما لا ينقطع عرفه بدوام
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-302-ar.txt,,هو الاقدس الاعظم ‌‌المقتدر العلي العظيم ان يا قلم الاعلي ان اذكر من صعد الي الذروة العليا و قل
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-21-ar.txt,,بسم الله الاقدس الابهي هذا لوح نزل بالحق من لدن عزيز حكيم و يذكر فيه ما تنجذب عنه عقول
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-453-ar.txt,,هو الشاهد الخبير نشهد انه لا اله الا هو قد ارسل الرسل و انزل الكتب فضلا من عنده و
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-232-fa.txt,,بسم الله الاقدس الامنع در جميع احيان به ‌بلاياي متواتره متواليه مبتلا بوده و هستيم و لكن معذلك بفضل‌الله
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-50-ar.txt,,بسم الله الاقدس الابهي سبحان الذي قدر لكل شيء ما اراد انه لهو الحاكم علي ما يريد قد خلق
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-422-ar.txt,,هو الاعظم الاقدم الاكرم شهد الله انه ينطق بالحق في هذا المقام الذي سمي بالاسماء الحسني في الصحيفة الحمراء
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-273-ar.txt,,بسمي المشفق الكريم يا‌سمي المقصود اسمع نداء‌الله العزيز الودود من مقامه المحمود انه لا اله الا انا المهيمن القيوم
Bahá'u'lláh,oceanoflights.org,bahaullah-st-023-1-ar.txt,,هو ٱلسلطان ٱلعليم ٱلحكيم هذه ورقة ٱلفردوس تغني علي أفنان سدرة ٱلبقاء بألحان قدس مليح وتبشر ٱلمخلصين إلي جوار
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-123-ar.txt,,الاقدس الاعلي هذا لوح القدس قد نزل بالحق من لدن عزيز حكيم يستنشق منه الموحدون رآيحة الرحمن و تهتز
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-34-fa.txt,,هو العليم أن يا أهل السموات والأرض فاعلموا بأنا جعلنا كل الأشياء كنايز قدرتي ثم اختصصنا منها الذي جعلناه
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-227-fa.txt,,بنام خداوند يكتا يا مسعود مظلوم عالم از مقام محمود بتو توجه نموده و ترا ذكر مينمايد چه كه
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-190-fa.txt,,هو الظاهر بالعدل والناظر بالفضل يا أفناني عليك فضلي ورحمتي وعنايتي ارادهٴ مطلقه و مشيت نافذهٴ حق جل جلاله
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-152-ar.txt,,سبحانك يا إلهي لا أجد في مملكتك من يقدر أن يقبل إليك حق الإقبال أو يستمع ما خرج من
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-61-ar.txt,,هو الاقدس الاعظم انا فصلنا النقطة و‌ اظهرنا منها علم ما كان و‌ ما يكون و‌ انطقنا الاشيآء بما
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-37-ar.txt,,سبحانك يا مالك القدم وخالق الأمم ومصور الرمم أسيلك باسمك الذي به ناديت الكل إلي أفق عظمتك وإجلالك وهديت
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-49-fa.txt,,هو الناطق أمام الملوك والمملوك خرجنا اليوم من مقام قاصدا مقاما آخر ونطقنا بما انجذبت به أفيدة القوم ونطقت
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-131-ar.txt,,سبحانك يا إلهي تري بهايك في حصن العكا مسجونا مظلوما بما اكتسبت أيدي الأشقيآء الذين منعهم الهوي عن التوجه
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-92-fa.txt,,بنام گوينده بينا يا امتي ضجيج و صريخت را در محبت الهي شنيديم حق جميع بلايا را قبول فرموده
Bahá'u'lláh,لئالئ الحكمة، جلد ١,bahaullah-lh1-114-fa.txt,,بنام بينندهٴ دانا انشاء الله بعين قلب بافق اعلي ناظر باشي و بگوش جان نداي محبوب امكان را استماع
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-54-ar.txt,,سبحانك يا إلهي وفق عبادك وإمايك علي ذكرك والاستقامة علي حبك كم من أوراق سقطت من أرياح الافتتان وكم
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-244-fa.txt,,هو الله الأعز الأبهي سبحانك اللهم يا فاطر السماء ومالك الأسماء أسيلك بجمالك الذي أشرق عن أفق البهاء بأن
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-19-ar.txt,,بسم ربنا الأقدس الأعظم العلي الأبهي سبحانك اللهم يا إلهي أشهد بسلطنتك واقتدارك وبوحدانيتك واختيارك وبأنك أنت الله لا
Bahá'u'lláh,ادعيه مباركه، جلد ٢,bahaullah-am2-103-ar.txt,,هو العالم الحكيم إلهي إلهي تبت إليك وإنك أنت التواب الرحيم إلهي إلهي رجعت إليك إنك أنت الغفور الكريم
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-29-ar.txt,,كم من مخمود يا إلهي اشتعل من نار أمرك وكم من راقد انتبه من حلاوة ندايك كم من غريب
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-57-fa.txt,,هو البديع في الأفق الأبهي سبحان الذي نزل الآيات بالحق وجعلها هدي وذكري للعالمين وبها عرف العباد نفسه العلي
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-140-ar.txt,,الاعظم الابهي ذكري لمن خرق الاحجاب و اقبل الي الله ربه العزيز الوهاب ليجد نفحة الرحمن من هذا القميص
Bahá'u'lláh,مجموعه اى از الواح جمال اقدس ابهى كه بعد از كتاب اقدس نازل شده,bahaullah-anbka-14-ar.txt,,هو المقتدر العليم الحكيم قد أحاطت أرياح البغضآء سفينة البطحآء بما اكتسبت أيدي الظالمين يا باقر قد أفتيت علي
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-239-fa.txt,,بنام دوست يكتا اي احزاب مختلفه باتحاد توجه نماييد و بنور اتفاق منور گرديد لوجه الله در مقري حاضر
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-64-ar.txt,,سبحانك يا إله الأرض والسماء ومالك أزمة الوري أسيلك بما كان مكنونا في علمك ومسطورا في كتابك ومذكورا من
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-33-ar.txt,,بسم الله الاقدس الابهي هذا لوح البقآء من لدي البهآء الي الذي فاز بعرفان الله و شرب كوثر الحيوان
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-441-ar.txt,,هو الاقدم الاعظم الابهي ذكر من لدنا لمن فاز بانوار البيان اذ اتي الرحمن و آمن بالله المهيمن القيوم
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-310-ar.txt,,هو المعزي العليم الحكيم شهد‌الله انه لا اله الا هو المهيمن القيوم شهد‌الله انه لا‌اله‌‌الا‌هو‌الباقي الدايم العزيز المشهود شهد‌الله
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-124-ar.txt,,سبحانك اللهم يا مالك الأمم والمستشرق من أفق البقاء باسمك الأعظم أسيلك بعظمتك التي أحاطت الكاينات وبقدرتك التي غلبت
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-210-ar.txt,,بسم الله الابهي ز‌م ان استمع النداء من حول الضريح الله لا اله الا هو العليم الحكيم ان لا
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-400-fa.txt,,بنام دوست يگانه الحمد لله رحيق مختوم بايادي الطاف مفتوح گشت و نسايم فضليه از يمين احديه بر كل
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-351-fa.txt,,بسم ربنا الاقدس الاعز العلي الابهي حمد محبوبي را لايق و سزاست كه لم يزل بوده و لا يزال
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-119-ar.txt,,سبحانك يا إلهي تري كيف ابتليت بين عبادك وما ورد علي في سبيلك أنت تعلم بأني ما تكلمت إلا
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-9-ar.txt,,بسم الله الاعز الابهي هذا كتاب من لدنا الي الذي كسر صنم الوهم بسلطان ذكر ربه مالك الرقاب و
Bahá'u'lláh,oceanoflights.org,bahaullah-st-197-03-fa.txt,,اي علي قبل أكبر إكسير أكبر كلمه حق بوده و او را يد قدرت از معدن مكنون باسم مخزون
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-115-ar.txt,,بسم الله الاعز الاقدس العلي الابهي ينبغي لعبد الله بان يقوم علي امرالله في ايام الله علي شأن لايحجبه
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-345-ar.txt,,بسم الله الاقدس الامنع انا نزلنا من سماء البيان ماء منيرا لتنبت منه في اراضي القلوب نبات الحكمة و
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-66-ar.txt,,بسم الله الاعز الامنع الاقدس قد اخذ الميثاق حين الاشراق من الذين آمنوا ان لا يعبدوا الا الله و
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-31-ar.txt,,بسم ربنا الأقدس الأعظم العلي الأبهي سبحانك يا إلهي وإله العرش والثري ومقصود الوري أسيلك بأمطار سحاب رحمتك وأنوار
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-455-fa.txt,,هو الشاهد السامع الحكيم يا اسمي مهدي مكتوب افنان الف و حا عليه بهايي كه باسم شما بود عبد
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-164-ar.txt,,إلهي إلهي خرجت من بيتي معتصما بحبل عنايتك وأودعت نفسي تحت حفظك وحراستك أسيلك بقدرتك التي بها حفظت أوليايك
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-168-ar.txt,,بسم الله الاقدس الابهي هذا كتاب من لدنا الي الذي اهتز من ندآء ربه و وجد عرف القميص بعد
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-57-ar.txt,,هو‌ المستوي ‌علي ‌العرش ‌الاعظم سبحان الذي الهم عباده الاصفيآء و‌ عرفهم هذا اليوم الذي كان مسطورا في لوحه
Bahá'u'lláh,oceanoflights.org,bahaullah-st-164-fa.txt,,بعضي از ناس از بعضي مخصوص ساحت اقدس زخارف طلب نموده و مينمايند و اين بغايت از شطر عدل
Bahá'u'lláh,oceanoflights.org,bahaullah-st-025-ar.txt,,بسم الله الأمنع الأقدس الأرفع الأبهي بك يا علي بك يا وفي بك يا بهي أنت الكافي وأنت الشافي
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-9-fa.txt,,هو العزيز المحبوب قد حضر بين يدينا كتابك وقريناه وإنا كنا قاريين فاشهد في سرك بأنه لا إله إلا
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-338-ar.txt,,بسم الذي به انار افق البيان و نطق قلم الرحمن يا كمال قد سمعت نداء ربك اذ ارتفع بالحق
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-469-ar.txt,,هو العلي الابهي يا حسين عليك بهايي كنت مشتعلا بنار محبة الله و قايما علي خدمة امره المحكم المتين
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-279-fa.txt,,بنام خداوند بخشنده امروز سحاب ظلم انوار آفتاب عدل را ستر نموده و اسباب ظاهره غافلين را بشأني مغرور
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-211-fa.txt,,هو الأقدس الأبهي يا ورقتي يا أمتي يذكرك مالك الأسمآء في بحبوحة البلآء ليجذبك إلي مقام رقم من قلم
Bahá'u'lláh,oceanoflights.org,bahaullah-st-125-ar.txt,,هو الأبدع في أفق الأبهي أن يا اسمي اسمع نداء الله عن مطلع كل اللسان بأني أنا الله ربك
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-379-fa.txt,,بنام خداوند يكتا طلعت حجازي بلسان پارسي اماء خود را ذكر ميفرمايد تا از كوثر ذكر الهي سرمست شوند
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-238-ar.txt,,‌بسم الله الباقي بلا فناء سبحانك يا‌الهي تري ماورد علي احبايك و ما سر عبادك و‌امايك في رضايك من
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-78-ar.txt,,بسم الله الاعظم الاعظم هذا لوح قد نزل من لدن عزيز حكيم و يبشر الناس في هذا اليوم الذي
Bahá'u'lláh,لئالئ الحكمة، جلد ١,bahaullah-lh1-81-fa.txt,,هو المقتدر العليم مظلوم آفاق در ليالي و ايام خلق را بحق جل جلاله دعوت نموده و آنچه كه
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-107-ar.txt,,أي رب أسيلك بذكرك الذي به بعثت الممكنات واستضايت الوجوه بأن لا تخيبني عما عندك ثم أدخلني برحمتك في
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-34-ar.txt,,هو البيان ‌في ‌ملكوت ‌التبيان يا اهل البهاء اسمعوا الندآء من البقعة النورآء من لدي الله العليم الحكيم و
Bahá'u'lláh,مناجاة مَجْمُوعَةُ أذكارٍ وَأدْعِيَةٍ مِنْ آثارِ حضرة بهاءالله,bahaullah-aiab-62-ar.txt,,سبحانك اللهم يا إلهي أنت الذي لم تزل كنت في علو القدرة والقوة والجلال ولا تزال تكون في سمو
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-112-ar.txt,,سبحانك اللهم يا إلهي أسيلك بالنور الذي به نورت الحجاز وبأمرك الذي به سالت البطحاء وبآله وأصحابه الذين جعلتهم
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-326-ar.txt,,الاقدس الابهي ان يا بنت اخي ان استمعي النداء من شطر رحمة ربك العلي الابهي انه لا اله الا
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-477-ar.txt,,هو الكتاب المبين قد نزلت آيات الله المقتدر العليم الحكيم و ظهر ما كان مكنونا في العلم و مخزونا
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-52-ar.txt,,هو العليم الخبير سبحانك يا إلهي وسيدي وسندي ومحبوبي ومقصودي ومقصود المقربين أسيلك باسمك الأعظم وبأمرك المبرم وصراطك المستقيم
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-191-ar.txt,,‌الاعظم الابهي سبحانك اللهم يا الهي اسألك باسمك الذي به ظهرت الساعة و قامت القيامة و فزع من في
Bahá'u'lláh,ادعيه مباركه، جلد ٢,bahaullah-am2-83-ar.txt,,بسم الذي به ماج بحر العرفان سبحانك يا من بنور وجهك انجذبت الكاينات وبنار سدرتك اشتعلت الممكنات أسألك بالتجلي
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-367-fa.txt,,بنام بخشنده توانا ايادي امر الهي مربي عباد بوده و هستند قلم اعلي كل را وصيت فرمود بتربيت اولاد
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-226-ar.txt,,بسم الله الاقدس الابهي سبحانك يا الهي تري بهايك في حصن العكا مسجونا مظلوما بما اكتسبت ايدي الاشقياء الذين
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-176-ar.txt,,بسم الله الاظهر قد ذكر اسمك تلقآء الوجه في هذا السجن و نزلت لك آيات لا يعادلها ملك العالمين
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-49-ar.txt,,بسمه المبين العليم قد توجه اليك عرف الله بهذا اللوح الذي به اقبل كل نفس و‌ قام كل قاعد
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-61-fa.txt,,بسمي المهيمن علي الأسمآء ذكر من لدنا عبادي الذين نبذوا ما عند القوم متمسكين بما عند الله المهيمن القيوم
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-38-ar.txt,,هو ‌المهيمن‌ علي ‌من ‌في ‌العالم ‌باسمه ‌الاعظم انا نذكر من اقبل الي الوجه كما ذكرنا الذين نبذوا الاوهام‌و‌توجهوا
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-107-ar.txt,,بسم الله الباقي بلا زوال يا ايها الناظر الي ربك المتعال قد نزلت لك من قبل آيات بينات التي
Bahá'u'lláh,لئالئ الحكمة، جلد ٣,bahaullah-lh3-10-fa.txt,,بسم الله الظاهر الأظهر أن يا اسمي اسمع ندايي عن شطر الذي فيه تهب نفحات رضواني واستضآء فيه أنوار
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-447-fa.txt,,هو السامع المجيب يا حيدر اين مظلوم في الحقيقه از عباد ارض مأيوس چه كه بچشم ظاهر و باطن
Bahá'u'lláh,آثار قلم اعلى، جلد ٣,bahaullah-aqa3-257-ar.txt,,بسمه المهيمن علي الاسماء سبحانك يا‌مالك الاسماء و‌فاطر‌السماء تراني‌بين‌مخالب اعدايك الذين نقضوا ميثاقك و‌اعرضوا عن لقايك بعد ما‌وصيت الكل
Bahá'u'lláh,آثار قلم اعلى، جلد ١,bahaullah-aqa1-74-ar.txt,,الاقدس الابهي سبحان الذي يذكر احبآيه في السجن اذ كان بين ايدي الفجار لتجذبهم نفحات الوحي و تخرجهم من
Bahá'u'lláh,ادعيه مباركه، جلد ٣,bahaullah-am3-23-ar.txt,,بسم ربنا الأقدس الأعظم العلي الأبهي سبحان الذي أيقظ عباده بندايه ورفعهم إلي سماء عرفانه وزينهم بطراز العدل بجوده
Bahá'u'lláh,آثار قلم اعلى، جلد ٢,bahaullah-aqa2-45-ar.txt,,هو الاقدس الاعظم ذكري الاعظم ينادي من في الامكان الي الله مالك الاديان انا بعثناه علي هيكل الانسان تعالي
